candidate_id,original_candidate_id,domain,method,title,problem_definition_clarity_10,technical_specificity_10,well_posedness_10,assumption_boundary_clarity_10,formalizability_10,nontriviality_10,scope_control_10,source_grounded_specificity_10,ambiguity_hygiene_10,overall_formulation_quality_10,recommended_action,confidence,strengths,weaknesses,cap_violations,rationale,novelty_caveat
Candidate 021,family:01,uncertainty_calibration_conformal_prediction_arxiv,SGHA_FULL,Characterizing the Fundamental Limits of Data-Adaptive Uncertainty Calibration,7,6,5,6,5,8,7,8,7,6,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear theoretical focus on fundamental limits rather than empirical tuning"", ""Well-motivated transition from practical dropout issues to theoretical boundaries"", ""Strong source grounding with verified gaps and supporting papers"", ""Honest acknowledgment of key ambiguous terms like 'model integrity' and 'statistically impossible'"", ""Non-trivial theoretical investigation beyond simple application of existing methods"", ""Focused scope on data-adaptive uncertainty calibration limits""]","[""Formal problem statement lacks precision in key definitions (what constitutes 'calibration properties', exact form of divergence)"", ""Measurement model is explicitly acknowledged as unclear regarding functional form"", ""Success criterion of 'rigorous impossibility boundary' is not mathematically specified"", ""The limit notation 'lim_shift' in objective is informal and undefined"", ""Missing concrete mathematical framework for what makes an estimator 'consistent' in this context"", ""The set F_valid is introduced but not characterized beyond the circular definition""]",[],"This formulation addresses a genuinely important theoretical question about the fundamental limits of data-adaptive uncertainty estimation. The problem is clearly motivated and well-grounded in source literature. However, the formal mathematical framework needs substantial refinement. Key technical objects like 'calibration properties under distributional shifts' and the divergence conditions are not precisely defined. The formal problem statement introduces notation that lacks rigorous mathematical meaning (e.g., 'lim_shift'). While the candidate honestly acknowledges several ambiguities, the core mathematical framework remains too imprecise for immediate formalization without inventing major missing details.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 022,family:04,in_context_learning,SGHA_FULL,Robustness Phase Transitions in In-Context Learning Under Adversarial Feedback,7,6,6,7,6,6,4,8,8,6,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear problem statement identifying the gap in understanding phase transitions in ICL robustness"", ""Well-defined formal mathematical framework with function Φ mapping model-prompt-data to failure regimes"", ""Explicit identification and handling of key assumptions being relaxed"", ""Strong source grounding with verified gaps and supporting papers"", ""Honest acknowledgment of ambiguous terms requiring further definition"", ""Specific focus on critical thresholds C* and L* rather than general robustness""]","[""Combines multiple loosely related concepts (noise, counterfactuals, prompt length, model capacity, phase transitions)"", ""Essentially applies phase transition analysis to existing ICL robustness testing"", ""Key terms like 'systematic hallucination' and 'coupled adversarial feedback' lack precise definitions"", ""The coupling mechanism between noise and counterfactual components is not mathematically specified"", ""Success criterion of 'generalized failure map' remains somewhat vague despite formalization attempts""]",[],"This formulation presents a reasonably well-structured research problem with clear mathematical notation and explicit assumption handling. However, it suffers from scope issues by combining multiple concepts (noise, counterfactuals, phase transitions, prompt engineering) and fundamentally represents applying phase transition analysis to ICL robustness rather than identifying a novel research direction. The formal framework provides a good skeleton but key technical details remain underspecified.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 023,native_ai_scientist_v2_002,bandits,NATIVE_AI_SCIENTIST_V2,Bandits with Adversarial Arm Execution: Robust Learning When Your Choices Don't Match Reality,7,6,4,5,5,8,7,6,4,5,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear core problem: gap between intended arm selection and actual execution in bandit settings"", ""Novel problem formulation that distinguishes execution uncertainty from reward uncertainty"", ""Well-motivated practical relevance with concrete application domains"", ""Good differentiation from existing adversarial bandit literature"", ""Focused scope on execution uncertainty rather than bundling multiple concepts""]","[""Missing formal problem statement significantly limits formalizability assessment"", ""No explicit assumptions or problem setup provided, weakening well-posedness"", ""Ambiguity about adversary model - is it adaptive, oblivious, stochastic, or bounded?"", ""Missing definitions for key terms like 'execution uncertainty' and adversary capabilities"", ""Unclear what information the learner has about execution discrepancies beyond final outcome""]","[""many_loose_concepts_but_scope_control_above_4""]","This formulation presents a genuinely novel and non-trivial research problem that addresses a clear gap in bandit literature. The distinction between action selection and execution creates an interesting new layer of uncertainty. However, the formulation suffers from missing critical formal components - no formal problem statement, assumptions, or key definitions are provided. While the intuitive description is clear and well-motivated, the lack of mathematical precision prevents this from being a strong research formulation despite its promising conceptual foundation.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 024,family:01,offline_reinforcement_learning_arxiv,SGHA_FULL,Characterizing the Failure Regime of Q-Learning in Offline RL via Distributional Shift,8,7,7,8,7,6,8,8,8,7,PROMISING_NEEDS_REFINEMENT,HIGH,"[""Clear problem definition focusing on characterizing failure regimes rather than just testing Q-learning"", ""Well-defined formal problem statement with specific mathematical objects and convergence criteria"", ""Explicit identification of the failure boundary concept with threshold parameter theta"", ""Strong source grounding with verified gaps and supporting papers"", ""Honest acknowledgment of key ambiguous terms like 'catastrophic overestimation' and 'support mismatch'"", ""Focused scope on distributional shift conditions in offline RL"", ""Clear assumption boundary between stable convergence and catastrophic failure""]","[""The core approach is essentially 'characterize when X fails under condition Y' which limits nontriviality"", ""Key technical terms like 'catastrophic overestimation' and 'support mismatch' lack precise mathematical definitions"", ""The support mismatch metric delta is introduced but not formally defined"", ""Missing specification of how the threshold theta will be identified or validated""]",[],"This is a well-formulated research problem that moves beyond simple application to characterize fundamental failure boundaries. The formal problem statement provides a clear mathematical skeleton with specific convergence criteria and threshold identification. The candidate demonstrates strong technical specificity with defined entities, variables, and objectives. Source grounding is excellent with verified gaps and supporting literature. The honest acknowledgment of ambiguous terms shows good hygiene. However, nontriviality is limited by the 'characterize failure of X under Y' structure, and key technical definitions remain incomplete despite being acknowledged.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 025,native_ai_scientist_v2_003,bandits,NATIVE_AI_SCIENTIST_V2,Bandits with Zero-Inflated Rewards: Efficient Learning When Most Arms Yield No Signal,7,6,4,5,5,7,8,4,4,5,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear identification of a specific structural assumption (zero-inflation) that differs meaningfully from standard bandit settings"", ""Well-motivated problem with concrete application domains (advertising, clinical trials, recommendations)"", ""Specific technical distinction between zero-inflation and existing heavy-tailed or partial-feedback variants"", ""Focused scope around a single structural modification to reward generation"", ""Concrete performance claims (O(log T) vs Ω(√T) regret) that suggest formal tractability""]","[""Missing formal problem statement violates hard cap constraints on well-posedness and formalizability"", ""No explicit assumptions or problem setup provided, limiting assessment of technical rigor"", ""Ambiguity around key technical distinctions (e.g., 'true zero vs missing data') not formally clarified"", ""Limited source grounding with only generic references to UCB/Thompson Sampling without specific paper citations"", ""Mixture model parameters (π_i, continuous distribution family) not formally specified""]",[],"This formulation identifies a genuinely interesting structural assumption in bandit problems - zero-inflation in reward generation - that appears to have practical relevance and theoretical depth. The core insight about wasted exploration on systematically zero-reward arms is compelling and the distinction from existing work (heavy-tailed bandits, partial feedback) is technically meaningful. However, the formulation suffers from missing critical formal components. Without explicit assumptions, formal problem statement, or acknowledgment of ambiguous terms, the technical rigor needed for a strong research problem is incomplete. The regret bound claims suggest the problem is formalizable, but key technical details about the mixture model structure remain unspecified.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 026,native_ai_scientist_v2_003,uncertainty_calibration_conformal_prediction_arxiv,NATIVE_AI_SCIENTIST_V2,Self-Adapting Conformal Prediction for Streaming Data with Concept Drift Detection,6,5,4,5,4,7,7,4,4,5,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear identification of a specific failure mode: conformal prediction's degraded coverage under concept drift"", ""Well-motivated practical problem bridging theory-practice gap in streaming settings"", ""Focused scope on adaptive thresholding rather than attempting to solve all streaming CP issues"", ""Non-trivial extension beyond simple application of existing methods"", ""Concrete three-step approach outlined (monitoring, detection, recalibration)""]","[""Missing formal problem statement severely limits formalizability and well-posedness"", ""Key technical terms undefined: 'concept drift', 'distribution shifts', 'set efficiency'"", ""No formal specification of what constitutes drift detection or recalibration mechanisms"", ""Assumptions about drift characteristics, detection thresholds, and sliding window parameters not specified"", ""Source grounding limited to brief mentions without detailed gap analysis"", ""Ambiguity around how 'minimal overhead' and 'better efficiency' are formally measured""]",[],"The candidate identifies a legitimate and practically important problem where standard conformal prediction fails under concept drift. The core issue is clearly stated and the proposed approach has a reasonable structure. However, the formulation suffers from significant gaps in technical precision. Without formal definitions of drift, detection mechanisms, or recalibration procedures, the problem cannot be rigorously pursued. The missing formal problem statement and assumptions severely limit the ability to assess well-posedness. While the motivation is strong and the scope is appropriately focused, substantial refinement is needed to make this a rigorous research formulation.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 027,native_ai_scientist_v2_005,uncertainty_calibration_conformal_prediction_arxiv,NATIVE_AI_SCIENTIST_V2,Fair Conformal Prediction: Subgroup-Aware Uncertainty Quantification with Coverage Guarantees,6,5,4,3,4,6,7,4,3,5,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear identification of a specific gap: standard conformal prediction's failure to guarantee coverage for demographic subgroups"", ""Well-focused scope combining conformal prediction with fairness rather than bundling many concepts"", ""Concrete technical approach outlined with three specific components (subgroup-specific scores, adaptive thresholds, theoretical analysis)"", ""Addresses a practically important problem in high-stakes applications""]","[""Missing formal problem statement severely limits formalizability and well-posedness"", ""No explicit assumptions or problem setup provided, making assumption boundaries unclear"", ""Key terms like 'subgroup-specific calibration thresholds' and 'adaptive thresholding' lack precise definitions"", ""Missing definitions section prevents assessment of ambiguity hygiene"", ""Limited source grounding with only general references rather than specific technical gaps"", ""Unclear what constitutes 'minimal assumptions' for theoretical guarantees""]","[""many_loose_concepts_but_scope_control_above_4""]","The formulation identifies a clear and important problem at the intersection of conformal prediction and fairness, with reasonable technical specificity in the proposed approach. However, critical formalization elements are missing, including formal problem statement, assumptions, and key definitions. While the core idea is sound and non-trivial, the lack of mathematical precision significantly limits the formulation's strength.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 028,family:02,in_context_learning,SGHA_FULL,Characterizing the Fundamental Robustness Boundary of Autoregressive and Masked In-Context Learning,7,6,7,8,6,7,4,7,8,6,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear problem statement identifying bias in existing research that excludes masked models from robustness analyses"", ""Well-structured formal problem statement with defined model classes M_AR and M_MASK and distributions D and D'"", ""Explicit acknowledgment of key ambiguities including 'Fundamental Robustness Boundary' and 'Distributional Shift'"", ""Strong assumption boundary clarity distinguishing between universal ICL mechanism vs architectural artifacts"", ""Solid source grounding with verified gap and supporting papers""]","[""Combines multiple loosely related concepts (robustness, architectural comparison, distributional shift, boundary characterization) reducing scope control"", ""The 'fundamental boundary' B lacks concrete mathematical definition beyond set membership"", ""Ambitious extrapolation from identifying research bias to deriving universal structural constraints"", ""Missing operational definitions for measuring the boundary B and success criterion"", ""Formalization relies heavily on abstract set theory without concrete computational or measurable properties""]",[],"This formulation addresses a clear research gap regarding the exclusion of masked models from ICL robustness studies. The problem is well-bounded and technically specific enough to support follow-up work. However, the scope combines several complex concepts (architectural comparison, robustness boundaries, distributional shift) that may be too broad for a single focused investigation. The formal problem statement provides good structure but lacks concrete operational definitions for the key boundary B. The ambition to derive 'fundamental' structural constraints represents a significant leap from the source evidence of research bias.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 029,native_ai_scientist_v2_004,in_context_learning,NATIVE_AI_SCIENTIST_V2,Teaching Models to Trust: Uncertainty-Aware In-Context Learning with Demonstration Reliability Signals,6,5,4,4,4,7,5,6,4,5,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear core hypothesis about uncertainty-aware demonstration weighting in ICL"", ""Identifies a specific gap in current ICL assumptions about demonstration reliability"", ""Provides concrete examples of reliability signals (confidence scores, source tags, uncertainty markers)"", ""Good source grounding with specific references to related work and clear differentiation"", ""Non-trivial extension beyond simple 'apply X to Y' - proposes new paradigm for ICL""]","[""Missing formal problem statement despite complex technical claims"", ""No explicit assumptions or problem setup provided"", ""Ambiguity and missing definitions not acknowledged"", ""Vague on how reliability signals would be technically implemented or measured"", ""Combines multiple loosely connected concepts (adversarial robustness, transfer learning, spurious correlations)"", ""Lacks precise definition of what constitutes 'adaptive weighting strategies' or 'trust heuristics'""]",[],"The formulation presents an interesting and potentially novel research direction in ICL by questioning the equal reliability assumption of demonstrations. The core hypothesis is clear and the motivation is well-articulated. However, the formulation suffers from significant technical vagueness and missing formal structure. The absence of formal problem statement, assumptions, and acknowledgment of ambiguities severely limits the rigor. While the idea has merit, it needs substantial refinement to become a well-posed research problem suitable for systematic investigation.",Novelty potential judged only from provided text; no external novelty check performed.
Candidate 030,native_ai_scientist_v2_002,uncertainty_calibration_conformal_prediction_arxiv,NATIVE_AI_SCIENTIST_V2,Conformal Prediction with Minimal Calibration: Theory and Algorithms for Data-Constrained Settings,7,6,4,5,5,7,8,4,4,5,PROMISING_NEEDS_REFINEMENT,MEDIUM,"[""Clear identification of a specific practical constraint in conformal prediction: limited calibration data availability"", ""Well-bounded problem scope focusing on achieving coverage guarantees with minimal calibration samples (10-50)"", ""Concrete technical components proposed: input-dependent scoring, adaptive quantile selection, theoretical coverage analysis"", ""Addresses a genuine gap between theoretical CP requirements and practical deployment constraints"", ""Specific quantitative targets for calibration set size reduction""]","[""Missing formal problem statement severely limits formalizability and well-posedness assessment"", ""No explicit assumptions or problem setup provided, making it unclear what theoretical framework underlies the approach"", ""Ambiguity and missing definitions not acknowledged - terms like 'input-dependent non-conformity scoring' and 'adaptive quantile selection' lack precise definition"", ""Source grounding is limited to brief mentions without specific paper IDs or detailed gap analysis"", ""Coverage degradation analysis mentioned but not formally specified"", ""Unclear how the proposed methods fundamentally differ from existing calibration efficiency approaches beyond the specific sample size target""]",[],"This formulation identifies a clear and practically important problem in conformal prediction - achieving coverage guarantees with severely limited calibration data. The problem is well-scoped and addresses a genuine constraint in real-world deployments. However, the formulation suffers from significant gaps in formal specification. The absence of a formal problem statement, explicit assumptions, and precise definitions of key technical components limits the ability to assess well-posedness and formalizability. While the core problem is compelling and the proposed technical directions are reasonable, the formulation needs substantial refinement to support rigorous follow-up work.",Novelty potential judged only from provided text; no external novelty check performed.
